Date,Time,kWh,kVARh,kW,kVAR,kVa,Power Factor
01/01/2015,00:00,3.304,1.544,6.608,3.088,7.29391527233488,0.905958848671848
01/01/2015,00:30,3.439,2.203,6.878,4.406,8.16820665752281,0.8420445396524
01/01/2015,01:00,3.296,2.316,6.592,4.632,8.05667425182376,0.818204321175227
01/01/2015,01:30,3.5,2.264,7.0,4.528,8.33683393141545,0.839647384523899
01/01/2015,02:00,3.672,2.468,7.344,4.936,8.84863831332257,0.829958038653582
01/01/2015,02:30,3.079,1.943,6.158,3.886,7.2815932322535,0.845691169260546
01/01/2015,03:00,4.248,2.232,8.496,4.464,9.5973538019602,0.885243475438223
01/01/2015,03:30,3.791,2.384,7.582,4.768,8.95660650023211,0.846527298995812
01/01/2015,04:00,2.896,1.408,5.792,2.816,6.44027949704048,0.899340717804108
01/01/2015,04:30,2.764,1.408,5.528,2.816,6.20393423562823,0.89104933743255
01/01/2015,05:00,3.039,1.548,6.078,3.096,6.82108495768818,0.891059634361642
01/01/2015,05:30,3.239,1.499,6.478,2.998,7.13809498395755,0.907524265295189
01/01/2015,06:00,3.348,1.748,6.696,3.496,7.5537010796033,0.88645262127546
01/01/2015,06:30,15.56,7.232,31.12,14.464,34.3170744673843,0.906837171133725
01/01/2015,07:00,9.572,6.14,19.144,12.28,22.7440365810469,0.841715194927826
01/01/2015,07:30,18.228,5.708,36.456,11.416,38.2016387083067,0.954304679868837
01/01/2015,08:00,24.38,5.392,48.76,10.784,49.9382859137155,0.976405187234693
01/01/2015,08:30,31.808,5.456,63.616,10.912,64.5450788209295,0.985605737293976
01/01/2015,09:00,17.092,5.412,34.184,10.824,35.8567260078217,0.95334971651174
01/01/2015,09:30,22.544,5.412,45.088,10.824,46.3690241432791,0.972373205556977
01/01/2015,10:00,26.88,5.62,53.76,11.24,54.9224471414011,0.978834753331214
01/01/2015,10:30,31.684,6.724,63.368,13.448,64.7792590263272,0.978214369941252
01/01/2015,11:00,36.94,6.1,73.88,12.2,74.8805341861288,0.986638260570607
01/01/2015,11:30,40.244,7.196,80.488,14.392,81.7645864662691,0.984387033879499
01/01/2015,12:00,38.792,7.964,77.584,15.928,79.2021363348237,0.979569549253753
01/01/2015,12:30,37.804,8.536,75.608,17.072,77.5114365755145,0.975443147983869
01/01/2015,13:00,36.931,9.899,73.862,19.798,76.4693141070325,0.965903798438583
01/01/2015,13:30,28.208,10.104,56.416,20.208,59.926024396751,0.941427388122408
01/01/2015,14:00,29.739,10.888,59.478,21.776,63.3389800991459,0.939042560830017
01/01/2015,14:30,39.544,11.24,79.088,22.48,82.2208124503766,0.96189756341082
01/01/2015,15:00,43.839,15.796,87.678,31.592,93.1959548478366,0.940791898061895
01/01/2015,15:30,47.668,16.472,95.336,32.944,100.867536898647,0.945160383423157
01/01/2015,16:00,43.947,17.284,87.894,34.568,94.4473504128094,0.930613726118962
01/01/2015,16:30,55.055,17.444,110.11,34.888,115.504910718116,0.953292793427799
01/01/2015,17:00,54.835,17.48,109.67,34.96,115.107386383325,0.952762485814112
01/01/2015,17:30,58.624,17.052,117.248,34.104,122.107233200986,0.960205200305841
01/01/2015,18:00,51.436,16.872,102.872,33.744,108.26498048769,0.950187215548948
01/01/2015,18:30,39.336,15.587,78.672,31.174,84.6232946652398,0.929673101008876
01/01/2015,19:00,44.859,15.072,89.718,30.144,94.6466079688015,0.947926213379499
01/01/2015,19:30,41.068,15.32,82.136,30.64,87.66488464602,0.936931586902188
01/01/2015,20:00,38.592,14.068,77.184,28.136,82.1523243736901,0.939523024611964
01/01/2015,20:30,35.94,13.178,71.88,26.356,76.5596055371238,0.938876315886609
01/01/2015,21:00,22.947,9.964,45.894,19.928,50.0338325535832,0.917259331823572
01/01/2015,21:30,15.596,3.66,31.192,7.32,32.0394007434596,0.973551262003969
01/01/2015,22:00,3.859,1.568,7.718,3.136,8.33078627741704,0.926443030815755
01/01/2015,22:30,3.332,1.715,6.664,3.43,7.49490493602154,0.889135810388049
01/01/2015,23:00,3.56,1.656,7.12,3.312,7.85261739803997,0.90670299157797
01/01/2015,23:30,3.352,1.792,6.704,3.584,7.60189450071494,0.881886406597026
02/01/2015,00:00,3.36,1.904,6.72,3.808,7.72393682004197,0.870022185848612
02/01/2015,00:30,4.656,2.488,9.312,4.976,10.5581058907363,0.881975112839447
02/01/2015,01:00,5.88,2.244,11.76,4.488,12.5872792930005,0.934276135624047
02/01/2015,01:30,3.52,2.431,7.04,4.862,8.55574660681346,0.822839645106246
02/01/2015,02:00,3.796,2.316,7.592,4.632,8.89348075839825,0.853659616692986
02/01/2015,02:30,3.212,1.628,6.424,3.256,7.20202749231076,0.8919700836008
02/01/2015,03:00,3.76,2.378,7.52,4.756,8.89775252521669,0.845157585381808
02/01/2015,03:30,4.028,2.568,8.056,5.136,9.55393112807498,0.843212964367663
02/01/2015,04:00,3.616,1.435,7.232,2.87,7.78066835175488,0.929483716893688
02/01/2015,04:30,2.76,1.312,5.52,2.624,6.11192277438123,0.903150645081895
02/01/2015,05:00,2.92,1.272,5.84,2.544,6.37005494481798,0.916790303394934
02/01/2015,05:30,3.091,1.195,6.182,2.39,6.62791068135351,0.932722030892085
02/01/2015,06:00,3.404,1.595,6.808,3.19,7.51829767966127,0.905522820962063
02/01/2015,06:30,11.688,9.896,23.376,19.792,30.6294041731144,0.763188107671307
02/01/2015,07:00,21.528,5.716,43.056,11.432,44.5478394537827,0.966511577922742
02/01/2015,07:30,24.004,5.736,48.008,11.472,49.3596474865856,0.97261633685967
02/01/2015,08:00,21.916,7.112,43.832,14.224,46.0821700877899,0.951170483432026
02/01/2015,08:30,28.04,6.94,56.08,13.88,57.7721455374474,0.970710010478137
02/01/2015,09:00,22.623,6.535,45.246,13.07,47.0959148971543,0.960720221609232
02/01/2015,09:30,24.104,8.1,48.208,16.2,50.8571646869937,0.947909693752383
02/01/2015,10:00,19.839,7.952,39.678,15.904,42.7467051361856,0.928211865402943
02/01/2015,10:30,30.384,8.608,60.768,17.216,63.1596453441594,0.962133370227299
02/01/2015,11:00,32.544,9.38,65.088,18.76,67.737620271161,0.960884051109239
02/01/2015,11:30,38.12,12.932,76.24,25.864,80.5076642314258,0.946990577396836
02/01/2015,12:00,34.708,15.524,69.416,31.048,76.0431430176318,0.912850241137844
02/01/2015,12:30,33.019,16.96,66.038,33.92,74.2400431034358,0.889519970274834
02/01/2015,13:00,41.264,17.144,82.528,34.288,89.3674303088099,0.923468416328934
02/01/2015,13:30,42.036,16.936,84.072,33.872,90.6389187931983,0.927548577179674
02/01/2015,14:00,44.672,16.112,89.344,32.224,94.9775573490917,0.94068537809384
02/01/2015,14:30,43.056,18.724,86.112,37.448,93.9022321353438,0.917038901072161
02/01/2015,15:00,46.04,15.895,92.08,31.79,97.4131941782016,0.945251824371739
02/01/2015,15:30,32.096,11.048,64.192,22.096,67.8884820864335,0.945550665886929
02/01/2015,16:00,45.635,14.983,91.27,29.966,96.0633853244825,0.950101845929939
02/01/2015,16:30,54.515,17.976,109.03,35.952,114.80456088501,0.949700945179881
02/01/2015,17:00,45.276,18.612,90.552,37.224,97.9044983644776,0.924901318476861
02/01/2015,17:30,53.388,19.028,106.776,38.056,113.35507575755,0.941960462035488
02/01/2015,18:00,49.527,18.524,99.054,37.048,105.755610725862,0.93663115584667
02/01/2015,18:30,40.264,18.324,80.528,36.648,88.4750518507901,0.9101774894905
02/01/2015,19:00,41.388,18.42,82.776,36.84,90.6038166966492,0.913603887017191
02/01/2015,19:30,36.492,13.088,72.984,26.176,77.5361025587436,0.941290539467918
02/01/2015,20:00,29.38,9.472,58.76,18.944,61.7382604225289,0.951759898823961
02/01/2015,20:30,26.008,10.148,52.016,20.296,55.8354009567407,0.931595370974755
02/01/2015,21:00,29.456,10.776,58.912,21.552,62.7304742529498,0.939128873841237
02/01/2015,21:30,25.648,11.512,51.296,23.024,56.2261860701933,0.912315097778184
02/01/2015,22:00,17.908,8.244,35.816,16.488,39.4289233938742,0.908368702899062
02/01/2015,22:30,7.832,4.624,15.664,9.248,18.1902831203915,0.861119087390151
02/01/2015,23:00,5.412,1.956,10.824,3.912,11.5092310777045,0.940461343833041
02/01/2015,23:30,3.815,1.816,7.63,3.632,8.45034910521453,0.902921756877661
03/01/2015,00:00,4.104,2.16,8.208,4.32,9.27542990917402,0.884918222381982
03/01/2015,00:30,4.156,2.88,8.312,5.76,10.1127048804956,0.821935797221807
03/01/2015,01:00,4.292,2.932,8.584,5.864,10.3957491312555,0.825722302251793
03/01/2015,01:30,4.075,2.936,8.15,5.872,10.0450385763321,0.811345476246484
03/01/2015,02:00,4.0,2.587,8.0,5.174,9.52735010378017,0.839688410439313
03/01/2015,02:30,3.764,1.712,7.528,3.424,8.27009068874096,0.91026706694582
03/01/2015,03:00,3.988,2.492,7.976,4.984,9.40514752675363,0.848046086956015
03/01/2015,03:30,3.404,1.983,6.808,3.966,7.87895932214401,0.864073366159081
03/01/2015,04:00,3.619,1.464,7.238,2.928,7.80781659620665,0.927021033548913
03/01/2015,04:30,4.159,2.008,8.318,4.016,9.23675267613029,0.900534096351353
03/01/2015,05:00,3.355,1.996,6.71,3.992,7.80768851837725,0.859408128065818
03/01/2015,05:30,2.968,1.376,5.936,2.752,6.54290455378955,0.907242334226313
03/01/2015,06:00,3.228,1.508,6.456,3.016,7.12575610023245,0.906010973766129
03/01/2015,06:30,16.695,12.891,33.39,25.782,42.1853481673436,0.791507033257023
03/01/2015,07:00,26.972,12.411,53.944,24.822,59.3808622369194,0.90844083118543
03/01/2015,07:30,33.244,15.495,66.488,30.99,73.3555314887705,0.906380161702564
03/01/2015,08:00,29.8,14.692,59.6,29.384,66.4498276897691,0.896917314068641
03/01/2015,08:30,34.348,15.948,68.696,31.896,75.7396540789565,0.907001763393085
03/01/2015,09:00,25.924,15.464,51.848,30.928,60.3718179285666,0.858811322494353
