Date,Time,kWh,kVARh,kW,kVAR,kVa,Power Factor,Month
1/01/2015,0:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,0:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,1:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,1:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,2:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,2:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,3:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,3:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,4:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,4:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,5:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,5:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,6:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,6:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,7:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,7:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,8:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,8:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,9:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,9:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,10:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,10:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,11:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,11:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,12:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,12:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,13:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,13:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,14:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,14:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,15:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,15:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,16:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,16:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,17:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,17:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,18:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,18:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,19:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,19:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,20:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,20:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,21:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,21:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,22:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,22:30,0.32,0,0.64,0,0.64,1,1
1/01/2015,23:00,0.32,0,0.64,0,0.64,1,1
1/01/2015,23:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,0:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,0:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,1:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,1:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,2:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,2:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,3:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,3:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,4:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,4:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,5:00,4.96,2.72,9.92,5.44,11.3137085,0.876812409,1
2/01/2015,5:30,5.12,2.56,10.24,5.12,11.44866804,0.894427191,1
2/01/2015,6:00,11.52,3.52,23.04,7.04,24.09155869,0.956351571,1
2/01/2015,6:30,10.88,1.92,21.76,3.84,22.09622592,0.984783559,1
2/01/2015,7:00,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
2/01/2015,7:30,10.4,1.28,20.8,2.56,20.95694634,0.992511011,1
2/01/2015,8:00,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
2/01/2015,8:30,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
2/01/2015,9:00,10.24,1.28,20.48,2.56,20.63937984,0.992277877,1
2/01/2015,9:30,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
2/01/2015,10:00,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
2/01/2015,10:30,10.24,1.28,20.48,2.56,20.63937984,0.992277877,1
2/01/2015,11:00,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
2/01/2015,11:30,10.24,1.28,20.48,2.56,20.63937984,0.992277877,1
2/01/2015,12:00,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
2/01/2015,12:30,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
2/01/2015,13:00,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
2/01/2015,13:30,10.08,1.28,20.16,2.56,20.32188968,0.992033729,1
2/01/2015,14:00,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
2/01/2015,14:30,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
2/01/2015,15:00,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
2/01/2015,15:30,10.24,1.28,20.48,2.56,20.63937984,0.992277877,1
2/01/2015,16:00,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
2/01/2015,16:30,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
2/01/2015,17:00,3.68,0.32,7.36,0.64,7.387773684,0.996240588,1
2/01/2015,17:30,2.88,0.32,5.76,0.64,5.795446488,0.993883735,1
2/01/2015,18:00,2.72,0.16,5.44,0.32,5.449403637,0.998274373,1
2/01/2015,18:30,2.88,0.32,5.76,0.64,5.795446488,0.993883735,1
2/01/2015,19:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,19:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,20:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,20:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,21:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,21:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,22:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,22:30,0.32,0,0.64,0,0.64,1,1
2/01/2015,23:00,0.32,0,0.64,0,0.64,1,1
2/01/2015,23:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,0:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,0:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,1:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,1:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,2:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,2:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,3:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,3:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,4:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,4:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,5:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,5:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,6:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,6:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,7:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,7:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,8:00,2.56,2.08,5.12,4.16,6.596969001,0.776114,1
3/01/2015,8:30,2.4,2.24,4.8,4.48,6.565851049,0.731055268,1
3/01/2015,9:00,2.56,2.08,5.12,4.16,6.596969001,0.776114,1
3/01/2015,9:30,2.4,2.08,4.8,4.16,6.351818637,0.755689083,1
3/01/2015,10:00,2.4,2.24,4.8,4.48,6.565851049,0.731055268,1
3/01/2015,10:30,2.4,2.08,4.8,4.16,6.351818637,0.755689083,1
3/01/2015,11:00,2.4,2.24,4.8,4.48,6.565851049,0.731055268,1
3/01/2015,11:30,0.96,0.48,1.92,0.96,2.146625258,0.894427191,1
3/01/2015,12:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,12:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,13:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,13:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,14:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,14:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,15:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,15:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,16:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,16:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,17:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,17:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,18:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,18:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,19:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,19:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,20:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,20:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,21:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,21:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,22:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,22:30,0.32,0,0.64,0,0.64,1,1
3/01/2015,23:00,0.32,0,0.64,0,0.64,1,1
3/01/2015,23:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,0:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,0:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,1:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,1:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,2:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,2:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,3:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,3:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,4:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,4:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,5:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,5:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,6:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,6:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,7:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,7:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,8:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,8:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,9:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,9:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,10:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,10:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,11:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,11:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,12:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,12:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,13:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,13:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,14:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,14:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,15:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,15:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,16:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,16:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,17:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,17:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,18:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,18:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,19:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,19:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,20:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,20:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,21:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,21:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,22:00,0.32,0,0.64,0,0.64,1,1
4/01/2015,22:30,0.32,0,0.64,0,0.64,1,1
4/01/2015,23:00,0.48,0,0.96,0,0.96,1,1
4/01/2015,23:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,0:00,0.32,0,0.64,0,0.64,1,1
5/01/2015,0:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,1:00,0.32,0,0.64,0,0.64,1,1
5/01/2015,1:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,2:00,0.32,0,0.64,0,0.64,1,1
5/01/2015,2:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,3:00,0.32,0,0.64,0,0.64,1,1
5/01/2015,3:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,4:00,0.32,0,0.64,0,0.64,1,1
5/01/2015,4:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,5:00,4.96,2.72,9.92,5.44,11.3137085,0.876812409,1
5/01/2015,5:30,4.96,2.72,9.92,5.44,11.3137085,0.876812409,1
5/01/2015,6:00,11.52,3.36,23.04,6.72,24,0.96,1
5/01/2015,6:30,12.48,3.68,24.96,7.36,26.02251333,0.959169458,1
5/01/2015,7:00,12.32,3.68,24.64,7.36,25.71573837,0.958168093,1
5/01/2015,7:30,12.32,3.36,24.64,6.72,25.53992952,0.964763821,1
5/01/2015,8:00,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
5/01/2015,8:30,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
5/01/2015,9:00,12.32,3.36,24.64,6.72,25.53992952,0.964763821,1
5/01/2015,9:30,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
5/01/2015,10:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
5/01/2015,10:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
5/01/2015,11:00,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
5/01/2015,11:30,12.16,3.36,24.32,6.72,25.23134558,0.963880421,1
5/01/2015,12:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
5/01/2015,12:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
5/01/2015,13:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
5/01/2015,13:30,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
5/01/2015,14:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
5/01/2015,14:30,10.24,1.44,20.48,2.88,20.68150865,0.990256579,1
5/01/2015,15:00,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
5/01/2015,15:30,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
5/01/2015,16:00,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
5/01/2015,16:30,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
5/01/2015,17:00,3.68,0.32,7.36,0.64,7.387773684,0.996240588,1
5/01/2015,17:30,2.88,0.32,5.76,0.64,5.795446488,0.993883735,1
5/01/2015,18:00,2.88,0.16,5.76,0.32,5.768882041,0.998460353,1
5/01/2015,18:30,2.72,0.32,5.44,0.64,5.477517686,0.993150604,1
5/01/2015,19:00,0.48,0,0.96,0,0.96,1,1
5/01/2015,19:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,20:00,0.32,0,0.64,0,0.64,1,1
5/01/2015,20:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,21:00,0.32,0,0.64,0,0.64,1,1
5/01/2015,21:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,22:00,0.32,0,0.64,0,0.64,1,1
5/01/2015,22:30,0.32,0,0.64,0,0.64,1,1
5/01/2015,23:00,0.32,0,0.64,0,0.64,1,1
5/01/2015,23:30,0.32,0,0.64,0,0.64,1,1
6/01/2015,0:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,0:30,0.32,0,0.64,0,0.64,1,1
6/01/2015,1:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,1:30,0.32,0,0.64,0,0.64,1,1
6/01/2015,2:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,2:30,0.32,0,0.64,0,0.64,1,1
6/01/2015,3:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,3:30,0.32,0,0.64,0,0.64,1,1
6/01/2015,4:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,4:30,1.44,1.12,2.88,2.24,3.64856136,0.789352217,1
6/01/2015,5:00,4.96,2.72,9.92,5.44,11.3137085,0.876812409,1
6/01/2015,5:30,4.96,2.56,9.92,5.12,11.16336867,0.888620657,1
6/01/2015,6:00,11.52,3.52,23.04,7.04,24.09155869,0.956351571,1
6/01/2015,6:30,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
6/01/2015,7:00,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
6/01/2015,7:30,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
6/01/2015,8:00,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
6/01/2015,8:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
6/01/2015,9:00,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
6/01/2015,9:30,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
6/01/2015,10:00,12.32,3.68,24.64,7.36,25.71573837,0.958168093,1
6/01/2015,10:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
6/01/2015,11:00,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
6/01/2015,11:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
6/01/2015,12:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
6/01/2015,12:30,12.16,3.36,24.32,6.72,25.23134558,0.963880421,1
6/01/2015,13:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
6/01/2015,13:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
6/01/2015,14:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
6/01/2015,14:30,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
6/01/2015,15:00,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
6/01/2015,15:30,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
6/01/2015,16:00,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
6/01/2015,16:30,9.92,1.12,19.84,2.24,19.96605119,0.993686724,1
6/01/2015,17:00,3.68,0.32,7.36,0.64,7.387773684,0.996240588,1
6/01/2015,17:30,2.88,0.16,5.76,0.32,5.768882041,0.998460353,1
6/01/2015,18:00,2.88,0.32,5.76,0.64,5.795446488,0.993883735,1
6/01/2015,18:30,2.72,0.16,5.44,0.32,5.449403637,0.998274373,1
6/01/2015,19:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,19:30,0.48,0,0.96,0,0.96,1,1
6/01/2015,20:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,20:30,0.32,0,0.64,0,0.64,1,1
6/01/2015,21:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,21:30,0.32,0,0.64,0,0.64,1,1
6/01/2015,22:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,22:30,0.32,0,0.64,0,0.64,1,1
6/01/2015,23:00,0.32,0,0.64,0,0.64,1,1
6/01/2015,23:30,0.32,0,0.64,0,0.64,1,1
7/01/2015,0:00,0.32,0,0.64,0,0.64,1,1
7/01/2015,0:30,0.32,0,0.64,0,0.64,1,1
7/01/2015,1:00,0.32,0,0.64,0,0.64,1,1
7/01/2015,1:30,0.32,0,0.64,0,0.64,1,1
7/01/2015,2:00,0.32,0,0.64,0,0.64,1,1
7/01/2015,2:30,0.32,0,0.64,0,0.64,1,1
7/01/2015,3:00,0.32,0,0.64,0,0.64,1,1
7/01/2015,3:30,0.32,0,0.64,0,0.64,1,1
7/01/2015,4:00,1.76,1.6,3.52,3.2,4.757141999,0.739940073,1
7/01/2015,4:30,2.4,2.08,4.8,4.16,6.351818637,0.755689083,1
7/01/2015,5:00,4.96,2.56,9.92,5.12,11.16336867,0.888620657,1
7/01/2015,5:30,4.96,2.72,9.92,5.44,11.3137085,0.876812409,1
7/01/2015,6:00,11.36,3.36,22.72,6.72,23.69296942,0.958934256,1
7/01/2015,6:30,12.32,3.68,24.64,7.36,25.71573837,0.958168093,1
7/01/2015,7:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,7:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,8:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,8:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,9:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,9:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,10:00,12.16,3.36,24.32,6.72,25.23134558,0.963880421,1
7/01/2015,10:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,11:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,11:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,12:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,12:30,12.16,3.36,24.32,6.72,25.23134558,0.963880421,1
7/01/2015,13:00,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
7/01/2015,13:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,14:00,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
7/01/2015,14:30,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
7/01/2015,15:00,10.24,1.12,20.48,2.24,20.60213581,0.994071692,1
7/01/2015,15:30,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
7/01/2015,16:00,10.08,0.96,20.16,1.92,20.25122219,0.995495473,1
7/01/2015,16:30,10.08,1.12,20.16,2.24,20.28406271,0.993883735,1
7/01/2015,17:00,3.68,0.48,7.36,0.96,7.422344643,0.991600411,1
7/01/2015,17:30,2.88,0.16,5.76,0.32,5.768882041,0.998460353,1
7/01/2015,18:00,2.88,0.32,5.76,0.64,5.795446488,0.993883735,1
7/01/2015,18:30,2.72,0.16,5.44,0.32,5.449403637,0.998274373,1
7/01/2015,19:00,0.32,0,0.64,0,0.64,1,1
7/01/2015,19:30,0.32,0,0.64,0,0.64,1,1
7/01/2015,20:00,0.48,0,0.96,0,0.96,1,1
7/01/2015,20:30,0.32,0,0.64,0,0.64,1,1
7/01/2015,21:00,0.32,0,0.64,0,0.64,1,1
7/01/2015,21:30,0.32,0,0.64,0,0.64,1,1
7/01/2015,22:00,0.32,0,0.64,0,0.64,1,1
7/01/2015,22:30,0.32,0,0.64,0,0.64,1,1
7/01/2015,23:00,0.32,0,0.64,0,0.64,1,1
7/01/2015,23:30,0.32,0,0.64,0,0.64,1,1
8/01/2015,0:00,0.32,0,0.64,0,0.64,1,1
8/01/2015,0:30,0.32,0,0.64,0,0.64,1,1
8/01/2015,1:00,0.32,0,0.64,0,0.64,1,1
8/01/2015,1:30,0.32,0,0.64,0,0.64,1,1
8/01/2015,2:00,0.32,0,0.64,0,0.64,1,1
8/01/2015,2:30,0.32,0,0.64,0,0.64,1,1
8/01/2015,3:00,0.32,0,0.64,0,0.64,1,1
8/01/2015,3:30,0.32,0,0.64,0,0.64,1,1
8/01/2015,4:00,0.96,0.64,1.92,1.28,2.307552816,0.832050294,1
8/01/2015,4:30,2.56,2.24,5.12,4.48,6.80329332,0.752576695,1
8/01/2015,5:00,4.96,2.56,9.92,5.12,11.16336867,0.888620657,1
8/01/2015,5:30,4.96,2.72,9.92,5.44,11.3137085,0.876812409,1
8/01/2015,6:00,11.36,3.36,22.72,6.72,23.69296942,0.958934256,1
8/01/2015,6:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
8/01/2015,7:00,12.32,3.52,24.64,7.04,25.62598681,0.961523948,1
8/01/2015,7:30,12.16,3.52,24.32,7.04,25.31845177,0.960564264,1
8/01/2015,8:00,12.32,3.36,24.64,6.72,25.53992952,0.964763821,1
8/01/2015,8:30,12.64,3.52,25.28,7.04,26.24195115,0.963343002,1
8/01/2015,9:00,12.96,3.36,25.92,6.72,26.77694531,0.967996898,1
8/01/2015,9:30,12.8,3.52,25.6,7.04,26.5503597,0.964205393,1
8/01/2015,10:00,12.8,3.52,25.6,7.04,26.5503597,0.964205393,1
8/01/2015,10:30,12.8,3.52,25.6,7.04,26.5503597,0.964205393,1
8/01/2015,11:00,12.8,3.68,25.6,7.36,26.63699683,0.961069304,1
8/01/2015,11:30,12.8,3.52,25.6,7.04,26.5503597,0.964205393,1
8/01/2015,12:00,12.96,3.52,25.92,7.04,26.85903945,0.965038234,1
8/01/2015,12:30,12.8,3.68,25.6,7.36,26.63699683,0.961069304,1
8/01/2015,13:00,12.96,3.52,25.92,7.04,26.85903945,0.965038234,1
8/01/2015,13:30,12.96,3.52,25.92,7.04,26.85903945,0.965038234,1
8/01/2015,14:00,12.96,3.68,25.92,7.36,26.94468408,0.961970826,1
8/01/2015,14:30,12,2.24,24,4.48,24.41455304,0.983020249,1
8/01/2015,15:00,11.04,1.12,22.08,2.24,22.19333233,0.994893406,1
8/01/2015,15:30,10.88,1.28,21.76,2.56,21.91007074,0.993150604,1
8/01/2015,16:00,11.04,1.12,22.08,2.24,22.19333233,0.994893406,1
8/01/2015,16:30,10.88,1.12,21.76,2.24,21.87499029,0.994743299,1
8/01/2015,17:00,4.32,0.48,8.64,0.96,8.693169733,0.993883735,1
8/01/2015,17:30,3.52,0.32,7.04,0.64,7.069031051,0.995893206,1
8/01/2015,18:00,3.36,0.16,6.72,0.32,6.727614733,0.998868138,1
8/01/2015,18:30,3.52,0.32,7.04,0.64,7.069031051,0.995893206,1
8/01/2015,19:00,0.32,0,0.64,0,0.64,1,1
8/01/2015,19:30,0.32,0,0.64,0,0.64,1,1
8/01/2015,20:00,0.32,0,0.64,0,0.64,1,1
8/01/2015,20:30,0.32,0,0.64,0,0.64,1,1
8/01/2015,21:00,0.32,0,0.64,0,0.64,1,1
8/01/2015,21:30,0.32,0,0.64,0,0.64,1,1
8/01/2015,22:00,0.32,0,0.64,0,0.64,1,1
8/01/2015,22:30,0.32,0,0.64,0,0.64,1,1
8/01/2015,23:00,0.32,0,0.64,0,0.64,1,1
8/01/2015,23:30,0.32,0,0.64,0,0.64,1,1
9/01/2015,0:00,0.32,0,0.64,0,0.64,1,1
9/01/2015,0:30,0.48,0,0.96,0,0.96,1,1
9/01/2015,1:00,0.32,0,0.64,0,0.64,1,1
9/01/2015,1:30,0.32,0,0.64,0,0.64,1,1
9/01/2015,2:00,0.32,0,0.64,0,0.64,1,1
9/01/2015,2:30,0.32,0,0.64,0,0.64,1,1
9/01/2015,3:00,0.32,0,0.64,0,0.64,1,1
9/01/2015,3:30,0.32,0,0.64,0,0.64,1,1
9/01/2015,4:00,1.6,1.28,3.2,2.56,4.097999512,0.780868809,1
9/01/2015,4:30,2.4,2.08,4.8,4.16,6.351818637,0.755689083,1
9/01/2015,5:00,5.6,2.56,11.2,5.12,12.3148041,0.909474476,1
9/01/2015,5:30,5.6,2.72,11.2,5.44,12.45124893,0.899508159,1
9/01/2015,6:00,12,3.36,24,6.72,24.92304957,0.96296402,1
9/01/2015,6:30,12.96,3.68,25.92,7.36,26.94468408,0.961970826,1
9/01/2015,7:00,12.8,3.52,25.6,7.04,26.5503597,0.964205393,1
