"NMI","NMI_Configuration","NMI_Suffix","MDM_Id","Value","UOM","Reading_Date","Quality_Method"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 2:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 2:45","A"
"4103693793","E1K1Q1","E1","N1","7.242","KWH","27/02/2016 3:00","A"
"4103693793","E1K1Q1","K1",,"2.664","KVARH","27/02/2016 3:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 3:00","A"
"4103693793","E1K1Q1","E1","N1","7.086","KWH","27/02/2016 3:15","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","27/02/2016 3:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 3:15","A"
"4103693793","E1K1Q1","E1","N1","7.278","KWH","27/02/2016 3:30","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","27/02/2016 3:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 3:30","A"
"4103693793","E1K1Q1","E1","N1","7.44","KWH","27/02/2016 3:45","A"
"4103693793","E1K1Q1","K1",,"2.688","KVARH","27/02/2016 3:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 3:45","A"
"4103693793","E1K1Q1","E1","N1","7.416","KWH","27/02/2016 4:00","A"
"4103693793","E1K1Q1","K1",,"2.682","KVARH","27/02/2016 4:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 4:00","A"
"4103693793","E1K1Q1","E1","N1","7.434","KWH","27/02/2016 4:15","A"
"4103693793","E1K1Q1","K1",,"2.676","KVARH","27/02/2016 4:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 4:15","A"
"4103693793","E1K1Q1","E1","N1","7.392","KWH","27/02/2016 4:30","A"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 4:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 4:30","A"
"4103693793","E1K1Q1","E1","N1","7.392","KWH","27/02/2016 4:45","A"
"4103693793","E1K1Q1","K1",,"2.652","KVARH","27/02/2016 4:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 4:45","A"
"4103693793","E1K1Q1","E1","N1","7.368","KWH","27/02/2016 5:00","A"
"4103693793","E1K1Q1","K1",,"2.664","KVARH","27/02/2016 5:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 5:00","A"
"4103693793","E1K1Q1","E1","N1","7.326","KWH","27/02/2016 5:15","A"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 5:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 5:15","A"
"4103693793","E1K1Q1","E1","N1","7.224","KWH","27/02/2016 5:30","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 5:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 5:30","A"
"4103693793","E1K1Q1","E1","N1","7.206","KWH","27/02/2016 5:45","A"
"4103693793","E1K1Q1","K1",,"2.622","KVARH","27/02/2016 5:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 5:45","A"
"4103693793","E1K1Q1","E1","N1","7.152","KWH","27/02/2016 6:00","A"
"4103693793","E1K1Q1","K1",,"2.61","KVARH","27/02/2016 6:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 6:00","A"
"4103693793","E1K1Q1","E1","N1","7.158","KWH","27/02/2016 6:15","A"
"4103693793","E1K1Q1","K1",,"2.592","KVARH","27/02/2016 6:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 6:15","A"
"4103693793","E1K1Q1","E1","N1","7.104","KWH","27/02/2016 6:30","A"
"4103693793","E1K1Q1","K1",,"2.592","KVARH","27/02/2016 6:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 6:30","A"
"4103693793","E1K1Q1","E1","N1","7.14","KWH","27/02/2016 6:45","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 6:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 6:45","A"
"4103693793","E1K1Q1","E1","N1","7.188","KWH","27/02/2016 7:00","A"
"4103693793","E1K1Q1","K1",,"2.652","KVARH","27/02/2016 7:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 7:00","A"
"4103693793","E1K1Q1","E1","N1","7.182","KWH","27/02/2016 7:15","A"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 7:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 7:15","A"
"4103693793","E1K1Q1","E1","N1","7.164","KWH","27/02/2016 7:30","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","27/02/2016 7:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 7:30","A"
"4103693793","E1K1Q1","E1","N1","7.152","KWH","27/02/2016 7:45","A"
"4103693793","E1K1Q1","K1",,"2.652","KVARH","27/02/2016 7:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 7:45","A"
"4103693793","E1K1Q1","E1","N1","7.278","KWH","27/02/2016 8:00","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","27/02/2016 8:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 8:00","A"
"4103693793","E1K1Q1","E1","N1","7.236","KWH","27/02/2016 8:15","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","27/02/2016 8:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 8:15","A"
"4103693793","E1K1Q1","E1","N1","7.128","KWH","27/02/2016 8:30","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 8:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 8:30","A"
"4103693793","E1K1Q1","E1","N1","7.692","KWH","27/02/2016 8:45","A"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 8:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 8:45","A"
"4103693793","E1K1Q1","E1","N1","7.974","KWH","27/02/2016 9:00","A"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 9:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 9:00","A"
"4103693793","E1K1Q1","E1","N1","7.356","KWH","27/02/2016 9:15","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 9:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 9:15","A"
"4103693793","E1K1Q1","E1","N1","7.128","KWH","27/02/2016 9:30","A"
"4103693793","E1K1Q1","K1",,"2.604","KVARH","27/02/2016 9:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 9:30","A"
"4103693793","E1K1Q1","E1","N1","7.266","KWH","27/02/2016 9:45","A"
"4103693793","E1K1Q1","K1",,"2.652","KVARH","27/02/2016 9:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 9:45","A"
"4103693793","E1K1Q1","E1","N1","7.26","KWH","27/02/2016 10:00","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","27/02/2016 10:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 10:00","A"
"4103693793","E1K1Q1","E1","N1","7.386","KWH","27/02/2016 10:15","A"
"4103693793","E1K1Q1","K1",,"2.652","KVARH","27/02/2016 10:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 10:15","A"
"4103693793","E1K1Q1","E1","N1","8.256","KWH","27/02/2016 10:30","A"
"4103693793","E1K1Q1","K1",,"2.712","KVARH","27/02/2016 10:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 10:30","A"
"4103693793","E1K1Q1","E1","N1","8.154","KWH","27/02/2016 10:45","A"
"4103693793","E1K1Q1","K1",,"2.688","KVARH","27/02/2016 10:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 10:45","A"
"4103693793","E1K1Q1","E1","N1","7.248","KWH","27/02/2016 11:00","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 11:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 11:00","A"
"4103693793","E1K1Q1","E1","N1","7.326","KWH","27/02/2016 11:15","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","27/02/2016 11:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 11:15","A"
"4103693793","E1K1Q1","E1","N1","7.302","KWH","27/02/2016 11:30","A"
"4103693793","E1K1Q1","K1",,"2.616","KVARH","27/02/2016 11:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 11:30","A"
"4103693793","E1K1Q1","E1","N1","7.686","KWH","27/02/2016 11:45","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","27/02/2016 11:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 11:45","A"
"4103693793","E1K1Q1","E1","N1","8.25","KWH","27/02/2016 12:00","A"
"4103693793","E1K1Q1","K1",,"2.712","KVARH","27/02/2016 12:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 12:00","A"
"4103693793","E1K1Q1","E1","N1","8.094","KWH","27/02/2016 12:15","A"
"4103693793","E1K1Q1","K1",,"2.682","KVARH","27/02/2016 12:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 12:15","A"
"4103693793","E1K1Q1","E1","N1","7.788","KWH","27/02/2016 12:30","A"
"4103693793","E1K1Q1","K1",,"2.676","KVARH","27/02/2016 12:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 12:30","A"
"4103693793","E1K1Q1","E1","N1","7.356","KWH","27/02/2016 12:45","A"
"4103693793","E1K1Q1","K1",,"2.652","KVARH","27/02/2016 12:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 12:45","A"
"4103693793","E1K1Q1","E1","N1","7.398","KWH","27/02/2016 13:00","A"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 13:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 13:00","A"
"4103693793","E1K1Q1","E1","N1","7.416","KWH","27/02/2016 13:15","A"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 13:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 13:15","A"
"4103693793","E1K1Q1","E1","N1","8.208","KWH","27/02/2016 13:30","A"
"4103693793","E1K1Q1","K1",,"2.694","KVARH","27/02/2016 13:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 13:30","A"
"4103693793","E1K1Q1","E1","N1","8.124","KWH","27/02/2016 13:45","A"
"4103693793","E1K1Q1","K1",,"2.682","KVARH","27/02/2016 13:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 13:45","A"
"4103693793","E1K1Q1","E1","N1","8.034","KWH","27/02/2016 14:00","A"
"4103693793","E1K1Q1","K1",,"2.676","KVARH","27/02/2016 14:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 14:00","A"
"4103693793","E1K1Q1","E1","N1","7.794","KWH","27/02/2016 14:15","A"
"4103693793","E1K1Q1","K1",,"2.664","KVARH","27/02/2016 14:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 14:15","A"
"4103693793","E1K1Q1","E1","N1","7.146","KWH","27/02/2016 14:30","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","27/02/2016 14:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 14:30","A"
"4103693793","E1K1Q1","E1","N1","7.2","KWH","27/02/2016 14:45","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 14:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 14:45","A"
"4103693793","E1K1Q1","E1","N1","7.158","KWH","27/02/2016 15:00","A"
"4103693793","E1K1Q1","K1",,"2.598","KVARH","27/02/2016 15:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 15:00","A"
"4103693793","E1K1Q1","E1","N1","7.848","KWH","27/02/2016 15:15","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","27/02/2016 15:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 15:15","A"
"4103693793","E1K1Q1","E1","N1","8.094","KWH","27/02/2016 15:30","A"
"4103693793","E1K1Q1","K1",,"2.664","KVARH","27/02/2016 15:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 15:30","A"
"4103693793","E1K1Q1","E1","N1","7.47","KWH","27/02/2016 15:45","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","27/02/2016 15:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 15:45","A"
"4103693793","E1K1Q1","E1","N1","7.11","KWH","27/02/2016 16:00","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","27/02/2016 16:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 16:00","A"
"4103693793","E1K1Q1","E1","N1","7.086","KWH","27/02/2016 16:15","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","27/02/2016 16:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 16:15","A"
"4103693793","E1K1Q1","E1","N1","7.206","KWH","27/02/2016 16:30","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 16:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 16:30","A"
"4103693793","E1K1Q1","E1","N1","7.902","KWH","27/02/2016 16:45","A"
"4103693793","E1K1Q1","K1",,"2.664","KVARH","27/02/2016 16:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 16:45","A"
"4103693793","E1K1Q1","E1","N1","7.908","KWH","27/02/2016 17:00","A"
"4103693793","E1K1Q1","K1",,"2.682","KVARH","27/02/2016 17:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 17:00","A"
"4103693793","E1K1Q1","E1","N1","7.686","KWH","27/02/2016 17:15","A"
"4103693793","E1K1Q1","K1",,"2.682","KVARH","27/02/2016 17:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 17:15","A"
"4103693793","E1K1Q1","E1","N1","7.044","KWH","27/02/2016 17:30","A"
"4103693793","E1K1Q1","K1",,"2.544","KVARH","27/02/2016 17:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 17:30","A"
"4103693793","E1K1Q1","E1","N1","7.008","KWH","27/02/2016 17:45","A"
"4103693793","E1K1Q1","K1",,"2.55","KVARH","27/02/2016 17:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 17:45","A"
"4103693793","E1K1Q1","E1","N1","7.02","KWH","27/02/2016 18:00","A"
"4103693793","E1K1Q1","K1",,"2.568","KVARH","27/02/2016 18:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 18:00","A"
"4103693793","E1K1Q1","E1","N1","7.008","KWH","27/02/2016 18:15","A"
"4103693793","E1K1Q1","K1",,"2.562","KVARH","27/02/2016 18:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 18:15","A"
"4103693793","E1K1Q1","E1","N1","7.014","KWH","27/02/2016 18:30","A"
"4103693793","E1K1Q1","K1",,"2.514","KVARH","27/02/2016 18:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 18:30","A"
"4103693793","E1K1Q1","E1","N1","6.996","KWH","27/02/2016 18:45","A"
"4103693793","E1K1Q1","K1",,"2.574","KVARH","27/02/2016 18:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 18:45","A"
"4103693793","E1K1Q1","E1","N1","7.002","KWH","27/02/2016 19:00","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","27/02/2016 19:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 19:00","A"
"4103693793","E1K1Q1","E1","N1","7.002","KWH","27/02/2016 19:15","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","27/02/2016 19:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 19:15","A"
"4103693793","E1K1Q1","E1","N1","7.002","KWH","27/02/2016 19:30","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","27/02/2016 19:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 19:30","A"
"4103693793","E1K1Q1","E1","N1","7.02","KWH","27/02/2016 19:45","A"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 19:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 19:45","A"
"4103693793","E1K1Q1","E1","N1","7.032","KWH","27/02/2016 20:00","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","27/02/2016 20:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 20:00","A"
"4103693793","E1K1Q1","E1","N1","7.02","KWH","27/02/2016 20:15","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","27/02/2016 20:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 20:15","A"
"4103693793","E1K1Q1","E1","N1","7.008","KWH","27/02/2016 20:30","A"
"4103693793","E1K1Q1","K1",,"2.658","KVARH","27/02/2016 20:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 20:30","A"
"4103693793","E1K1Q1","E1","N1","7.02","KWH","27/02/2016 20:45","A"
"4103693793","E1K1Q1","K1",,"2.676","KVARH","27/02/2016 20:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 20:45","A"
"4103693793","E1K1Q1","E1","N1","7.032","KWH","27/02/2016 21:00","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","27/02/2016 21:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 21:00","A"
"4103693793","E1K1Q1","E1","N1","7.014","KWH","27/02/2016 21:15","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 21:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 21:15","A"
"4103693793","E1K1Q1","E1","N1","7.002","KWH","27/02/2016 21:30","A"
"4103693793","E1K1Q1","K1",,"2.598","KVARH","27/02/2016 21:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 21:30","A"
"4103693793","E1K1Q1","E1","N1","6.984","KWH","27/02/2016 21:45","A"
"4103693793","E1K1Q1","K1",,"2.604","KVARH","27/02/2016 21:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 21:45","A"
"4103693793","E1K1Q1","E1","N1","7.05","KWH","27/02/2016 22:00","A"
"4103693793","E1K1Q1","K1",,"2.61","KVARH","27/02/2016 22:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 22:00","A"
"4103693793","E1K1Q1","E1","N1","7.044","KWH","27/02/2016 22:15","A"
"4103693793","E1K1Q1","K1",,"2.622","KVARH","27/02/2016 22:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 22:15","A"
"4103693793","E1K1Q1","E1","N1","7.056","KWH","27/02/2016 22:30","A"
"4103693793","E1K1Q1","K1",,"2.622","KVARH","27/02/2016 22:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 22:30","A"
"4103693793","E1K1Q1","E1","N1","7.074","KWH","27/02/2016 22:45","A"
"4103693793","E1K1Q1","K1",,"2.616","KVARH","27/02/2016 22:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 22:45","A"
"4103693793","E1K1Q1","E1","N1","7.074","KWH","27/02/2016 23:00","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 23:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 23:00","A"
"4103693793","E1K1Q1","E1","N1","7.08","KWH","27/02/2016 23:15","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","27/02/2016 23:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 23:15","A"
"4103693793","E1K1Q1","E1","N1","7.074","KWH","27/02/2016 23:30","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","27/02/2016 23:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 23:30","A"
"4103693793","E1K1Q1","E1","N1","7.038","KWH","27/02/2016 23:45","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","27/02/2016 23:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","27/02/2016 23:45","A"
"4103693793","E1K1Q1","E1","N1","7.044","KWH","28/02/2016 0:00","A"
"4103693793","E1K1Q1","K1",,"2.61","KVARH","28/02/2016 0:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 0:00","A"
"4103693793","E1K1Q1","E1","N1","7.14","KWH","28/02/2016 0:15","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","28/02/2016 0:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 0:15","A"
"4103693793","E1K1Q1","E1","N1","7.146","KWH","28/02/2016 0:30","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","28/02/2016 0:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 0:30","A"
"4103693793","E1K1Q1","E1","N1","7.146","KWH","28/02/2016 0:45","A"
"4103693793","E1K1Q1","K1",,"2.652","KVARH","28/02/2016 0:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 0:45","A"
"4103693793","E1K1Q1","E1","N1","7.122","KWH","28/02/2016 1:00","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","28/02/2016 1:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 1:00","A"
"4103693793","E1K1Q1","E1","N1","7.122","KWH","28/02/2016 1:15","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","28/02/2016 1:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 1:15","A"
"4103693793","E1K1Q1","E1","N1","7.146","KWH","28/02/2016 1:30","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","28/02/2016 1:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 1:30","A"
"4103693793","E1K1Q1","E1","N1","7.122","KWH","28/02/2016 1:45","A"
"4103693793","E1K1Q1","K1",,"2.616","KVARH","28/02/2016 1:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 1:45","A"
"4103693793","E1K1Q1","E1","N1","7.116","KWH","28/02/2016 2:00","A"
"4103693793","E1K1Q1","K1",,"2.616","KVARH","28/02/2016 2:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 2:00","A"
"4103693793","E1K1Q1","E1","N1","7.104","KWH","28/02/2016 2:15","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","28/02/2016 2:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 2:15","A"
"4103693793","E1K1Q1","E1","N1","7.128","KWH","28/02/2016 2:30","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","28/02/2016 2:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 2:30","A"
"4103693793","E1K1Q1","E1","N1","7.092","KWH","28/02/2016 2:45","A"
"4103693793","E1K1Q1","K1",,"2.622","KVARH","28/02/2016 2:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 2:45","A"
"4103693793","E1K1Q1","E1","N1","7.092","KWH","28/02/2016 3:00","A"
"4103693793","E1K1Q1","K1",,"2.622","KVARH","28/02/2016 3:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 3:00","A"
"4103693793","E1K1Q1","E1","N1","7.092","KWH","28/02/2016 3:15","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","28/02/2016 3:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 3:15","A"
"4103693793","E1K1Q1","E1","N1","7.086","KWH","28/02/2016 3:30","A"
"4103693793","E1K1Q1","K1",,"2.634","KVARH","28/02/2016 3:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 3:30","A"
"4103693793","E1K1Q1","E1","N1","7.134","KWH","28/02/2016 3:45","A"
"4103693793","E1K1Q1","K1",,"2.64","KVARH","28/02/2016 3:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 3:45","A"
"4103693793","E1K1Q1","E1","N1","7.068","KWH","28/02/2016 4:00","A"
"4103693793","E1K1Q1","K1",,"2.628","KVARH","28/02/2016 4:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 4:00","A"
"4103693793","E1K1Q1","E1","N1","7.068","KWH","28/02/2016 4:15","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","28/02/2016 4:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 4:15","A"
"4103693793","E1K1Q1","E1","N1","7.086","KWH","28/02/2016 4:30","A"
"4103693793","E1K1Q1","K1",,"2.652","KVARH","28/02/2016 4:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 4:30","A"
"4103693793","E1K1Q1","E1","N1","7.056","KWH","28/02/2016 4:45","A"
"4103693793","E1K1Q1","K1",,"2.646","KVARH","28/02/2016 4:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 4:45","A"
"4103693793","E1K1Q1","E1","N1","7.044","KWH","28/02/2016 5:00","A"
"4103693793","E1K1Q1","K1",,"2.61","KVARH","28/02/2016 5:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 5:00","A"
"4103693793","E1K1Q1","E1","N1","6.96","KWH","28/02/2016 5:15","A"
"4103693793","E1K1Q1","K1",,"2.592","KVARH","28/02/2016 5:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 5:15","A"
"4103693793","E1K1Q1","E1","N1","6.936","KWH","28/02/2016 5:30","A"
"4103693793","E1K1Q1","K1",,"2.604","KVARH","28/02/2016 5:30","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 5:30","A"
"4103693793","E1K1Q1","E1","N1","6.936","KWH","28/02/2016 5:45","A"
"4103693793","E1K1Q1","K1",,"2.592","KVARH","28/02/2016 5:45","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 5:45","A"
"4103693793","E1K1Q1","E1","N1","7.026","KWH","28/02/2016 6:00","A"
"4103693793","E1K1Q1","K1",,"2.61","KVARH","28/02/2016 6:00","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 6:00","A"
"4103693793","E1K1Q1","E1","N1","6.972","KWH","28/02/2016 6:15","A"
"4103693793","E1K1Q1","K1",,"2.592","KVARH","28/02/2016 6:15","A"
"4103693793","E1K1Q1","Q1",,"0","KVARH","28/02/2016 6:15","A"
"4103693793","E1K1Q1","E1","N1","6.99","KWH","28/02/2016 6:30","A"
"4103693793","E1K1Q1","K1",,"2.58","KVARH","28/02/2016 6:30","A"
